keys,fr,en
"Inflige 3 dégâts à tous les serviteurs Mort-Vivants ennemis en jeu.","Inflige 3 dégâts à tous les serviteurs Mort-Vivants ennemis en jeu.","Deal 3 damage to all enemy Undead minions in play."
"La lumière ne guérit pas les morts. Elle les brûle. C'est mieux.","La lumière ne guérit pas les morts. Elle les brûle. C'est mieux.","Light does not heal the dead. It burns them. That is better."
"Milicien du Bourg","Milicien du Bourg","Town Militia"
"Dernier Souffle : Invoque un Éclaireur Rapide 1/1.","Dernier Souffle : Invoque un Éclaireur Rapide 1/1.","Deathrattle: Summon a Swift Scout 1/1."
"Il est tombé en gardant la route ouverte. C'est tout ce qu'il avait demandé.","Il est tombé en gardant la route ouverte. C'est tout ce qu'il avait demandé.","He fell keeping the road open. That was all he had asked for."
"Monument aux Morts","Monument aux Morts","Monument to the Dead"
"Deuil : Invoque 2 Mort-Vivants aléatoires de coût ≤3.","Deuil : Invoque 2 Mort-Vivants aléatoires de coût ≤3.","Mourning: Summon 2 random Undead of cost ≤3."
"On l'a érigé pour honorer les disparus. Il préfère les renvoyer.","On l'a érigé pour honorer les disparus. Il préfère les renvoyer.","It was raised to honor the departed. It prefers to send them back."
"Morsure Infectieuse","Morsure Infectieuse","Infectious Bite"
"Transforme un serviteur ennemi non-Légendaire en Zombie 1/1 sous votre contrôle.","Transforme un serviteur ennemi non-Légendaire en Zombie 1/1 sous votre contrôle.","Transform a non-Legendary enemy minion into a 1/1 Zombie under your control."
"Une seule morsure suffit. Le reste, c'est une question de temps.","Une seule morsure suffit. Le reste, c'est une question de temps.","A single bite is enough. The rest is just a matter of time."
"Mort-Vivant Enchaîné","Mort-Vivant Enchaîné","Chained Undead"
"HORDE","HORDE","HORDE"
"Les chaînes ne le retiennent plus. Elles font partie de lui.","Les chaînes ne le retiennent plus. Elles font partie de lui.","The chains no longer hold him. They are part of him."
"Mur Infranchissable","Mur Infranchissable","Impassable Wall"
"Sortilège ennemi : Annulé s'il cible un serviteur Humain allié en rangée Avant.","Sortilège ennemi : Annulé s'il cible un serviteur Humain allié en rangée Avant.","Enemy spell: Countered if it targets an allied Human minion in the Front row."
"La magie s'arrête là où la volonté commence.","La magie s'arrête là où la volonté commence.","Magic stops where will begins."
"Mur de Lances","Mur de Lances","Spear Wall"
"REMPART, FORMATION
Carnage : Inflige 1 dégât à tous les serviteurs ennemis en rangée Avant.","REMPART, FORMATION
Carnage : Inflige 1 dégât à tous les serviteurs ennemis en rangée Avant.","TAUNT, FORMATION
Carnage: Deal 1 damage to all enemy minions in the Front row."
"Ils ne bougent pas. La ligne tient. Les lances, elles, trouvent toujours quelque chose à traverser.","Ils ne bougent pas. La ligne tient. Les lances, elles, trouvent toujours quelque chose à traverser.","They do not move. The line holds. The spears, though, always find something to run through."
"Murmure Funeste","Murmure Funeste","Doomed Whisper"
"Présence : Le premier Mort-Vivant joué chaque tour coûte 1 de moins (min 1).","Présence : Le premier Mort-Vivant joué chaque tour coûte 1 de moins (min 1).","Presence: The first Undead played each turn costs 1 less (min 1)."
"On ne l'entend pas. On sent juste que quelque chose a dit oui.","On ne l'entend pas. On sent juste que quelque chose a dit oui.","You cannot hear it. You just feel that something said yes."
"Mâcheur d'Os","Mâcheur d'Os","Bone Chewer"
"ASSAUT
Attaque : Inflige 1 dégât splash aux serviteurs adjacents à la cible.","ASSAUT
Attaque : Inflige 1 dégât splash aux serviteurs adjacents à la cible.","CHARGE
Attack: Deal 1 splash damage to the minions adjacent to the target."
"Le craquement des os est le seul son qu'il comprend encore.","Le craquement des os est le seul son qu'il comprend encore.","The crunch of bone is the only sound he still understands."
"Mémorial des Héros","Mémorial des Héros","Heroes' Memorial"
"Dernier Souffle : quand un Humain Légendaire allié meurt, invoque immédiatement un Chevalier du Mur 2/5 et un Milicien du Bourg 2/1 en rangée Avant.","Dernier Souffle : quand un Humain Légendaire allié meurt, invoque immédiatement un Chevalier du Mur 2/5 et un Milicien du Bourg 2/1 en rangée Avant.","Deathrattle: when an allied Legendary Human dies, immediately summon a Wall Knight 2/5 and a Town Militia 2/1 in the Front row."
"Dernier Souffle : quand un Humain Légendaire allié meurt, invoque immédiatement un Fantassin Aguerri 2/2 et un Milicien du Bourg 2/1 en rangée Avant.","Dernier Souffle : quand un Humain Légendaire allié meurt, invoque immédiatement un Fantassin Aguerri 2/2 et un Milicien du Bourg 2/1 en rangée Avant.","Deathrattle: when an allied Legendary Human dies, immediately summon a Seasoned Footman 2/2 and a Town Militia 2/1 in the Front row."
"On grave les noms pour ne pas oublier. On continue pour la même raison.","On grave les noms pour ne pas oublier. On continue pour la même raison.","We engrave the names so as not to forget. We carry on for the same reason."
"Nuée d'Insectes Cadavériques","Nuée d'Insectes Cadavériques","Cadaverous Insect Swarm"
"Arrivée : Inflige 1 dégât à tous les serviteurs ennemis en jeu.","Arrivée : Inflige 1 dégât à tous les serviteurs ennemis en jeu.","Arrival: Deal 1 damage to all enemy minions in play."
"Là où elle passe, rien ne guérit vraiment.","Là où elle passe, rien ne guérit vraiment.","Wherever it passes, nothing truly heals."
"Nécromancien Putride","Nécromancien Putride","Putrid Necromancer"
"Arrivée : Ressuscite le dernier Mort-Vivant allié mort avec 1 point de vie en rangée Avant.","Arrivée : Ressuscite le dernier Mort-Vivant allié mort avec 1 point de vie en rangée Avant.","Arrival: Resurrect the last allied Undead that died with 1 HP in the Front row."
"Ordre d'Avancer","Ordre d'Avancer","Advance Order"
"Tous les serviteurs Humains alliés en rangée Arrière gagnent ASSAUT ce tour et peuvent attaquer la ligne Arrière.","Tous les serviteurs Humains alliés en rangée Arrière gagnent ASSAUT ce tour et peuvent attaquer la ligne Arrière.","All allied Human minions in the Back row gain CHARGE this turn and can attack the Back line."
"L'ordre est arrivé. Il n'y avait pas de question à poser.","L'ordre est arrivé. Il n'y avait pas de question à poser.","The order arrived. There was no question to ask."
"Ordre de Tenir","Ordre de Tenir","Hold the Line"
"Éveil : Vos serviteurs en rangée Avant ne peuvent pas être renvoyés en main ni déplacés par des effets ennemis.","Éveil : Vos serviteurs en rangée Avant ne peuvent pas être renvoyés en main ni déplacés par des effets ennemis.","Awakening: Your Front row minions cannot be returned to hand or moved by enemy effects."
"L'ordre est simple. Les hommes, eux, sont compliqués. Mais ils obéissent.","L'ordre est simple. Les hommes, eux, sont compliqués. Mais ils obéissent.","The order is simple. The men are not. But they obey."
"Ordre des Anciens","Ordre des Anciens","Ancient Order"
"Éveil : Si vous avez 5 Humains ou plus en jeu, invoque un Capitaine de Milice 3/3 en rangée Avant.","Éveil : Si vous avez 5 Humains ou plus en jeu, invoque un Capitaine de Milice 3/3 en rangée Avant.","Awakening: If you have 5 or more Humans in play, summon a Militia Captain 3/3 in the Front row."
"Les anciens ne reviennent pas par magie. Ils reviennent parce qu'on a encore besoin d'eux.","Les anciens ne reviennent pas par magie. Ils reviennent parce qu'on a encore besoin d'eux.","The ancients do not return by magic. They return because they are still needed."
"Pacte Sanglant","Pacte Sanglant","Blood Pact"
"Sacrifice 1 (≤2 points de vie) : Invoque un Mort-Vivant 2/2.","Sacrifice 1 (≤2 points de vie) : Invoque un Mort-Vivant 2/2.","Sacrifice 1 (≤2 HP): Summon a 2/2 Undead."
"Chaque tour, le cercle redemande son dû, et chaque fois, il redonne quelque chose en retour.","Chaque tour, le cercle redemande son dû, et chaque fois, il redonne quelque chose en retour.","Each turn, the circle demands its due, and each time, it gives something back."
"Pacte de Résistance","Pacte de Résistance","Pact of Resistance"
"Présence : Les serviteurs Humains alliés reçoivent 1 dégât de moins de toute source (minimum 1).","Présence : Les serviteurs Humains alliés reçoivent 1 dégât de moins de toute source (minimum 1).","Presence: Allied Human minions take 1 less damage from any source (minimum 1)."
"Ils ont signé ensemble. Aucun d'eux ne s'en souvient exactement. Tous s'en souviennent suffisamment.","Ils ont signé ensemble. Aucun d'eux ne s'en souvient exactement. Tous s'en souviennent suffisamment.","They signed together. None of them remembers it exactly. All of them remember it enough."
"Paladin de l'Aube","Paladin de l'Aube","Dawn Paladin"
"ÉGIDE, MOISSON
Arrivée : Invoque un Éclaireur Rapide 1/1 en rangée Avant.","ÉGIDE, MOISSON
Arrivée : Invoque un Éclaireur Rapide 1/1 en rangée Avant.","AEGIS, HARVEST
Arrival: Summon a Swift Scout 1/1 in the Front row."
"Il arrive à l'aube. Les morts reculent à la lumière. Lui aussi en a été surpris, la première fois.","Il arrive à l'aube. Les morts reculent à la lumière. Lui aussi en a été surpris, la première fois.","He arrives at dawn. The dead recoil from the light. He too was surprised by it, the first time."
"Pestilent","Pestilent","Pestilent One"
"PESTIFÉRÉ","PESTIFÉRÉ","PLAGUEBEARER"
"Son souffle est une condamnation à retardement.","Son souffle est une condamnation à retardement.","His breath is a delayed sentence."
"Poigne du Cimetière","Poigne du Cimetière","Grave Grip"
"Renvoie un serviteur ennemi ayant 3 points de vie ou moins dans la main de son propriétaire.","Renvoie un serviteur ennemi ayant 3 points de vie ou moins dans la main de son propriétaire.","Return an enemy minion with 3 HP or less to its owner's hand."
"Les morts n'oublient pas ceux qui les ont enterrés.","Les morts n'oublient pas ceux qui les ont enterrés.","The dead do not forget those who buried them."
"Porte-Étendard","Porte-Étendard","Standard Bearer"
"Arrivée : Invoque un Éclaireur Rapide 1/1 en rangée Avant pour chaque Humain déjà en jeu (max 3).","Arrivée : Invoque un Éclaireur Rapide 1/1 en rangée Avant pour chaque Humain déjà en jeu (max 3).","Arrival: Summon a Swift Scout 1/1 in the Front row for each Human already in play (max 3)."
"L'étendard ne se rend pas. Tant qu'il tient, les autres tiennent aussi.","L'étendard ne se rend pas. Tant qu'il tient, les autres tiennent aussi.","The standard does not surrender. As long as it stands, so do the others."
"Porteur de Bouclier","Porteur de Bouclier","Shield Bearer"
"REMPART","REMPART","TAUNT"
"Le bouclier a des marques de griffes. Il ne les compte plus.","Le bouclier a des marques de griffes. Il ne les compte plus.","The shield bears claw marks. He no longer counts them."
"Possédé Hurlant","Possédé Hurlant","Screaming Possessed"
"ASSAUT, VENIN MORTEL","ASSAUT, VENIN MORTEL","CHARGE, DEADLY POISON"
"Même les morts refusent de le reprendre.","Même les morts refusent de le reprendre.","Even the dead refuse to take him back."
"Prêtre de Guerre","Prêtre de Guerre","War Priest"
"Éveil : Restaure 2 points de vie à un serviteur Humain allié aléatoire.
Dernier Souffle : Invoque un Éclaireur Rapide 1/1.","Éveil : Restaure 2 points de vie à un serviteur Humain allié aléatoire.
Dernier Souffle : Invoque un Éclaireur Rapide 1/1.","Awakening: Restore 2 HP to a random allied Human minion.
Deathrattle: Summon a Swift Scout 1/1."
"Il priait pour les vivants. À la fin, il a prié pour quelque chose de plus modeste : du temps.","Il priait pour les vivants. À la fin, il a prié pour quelque chose de plus modeste : du temps.","He prayed for the living. In the end, he prayed for something humbler: time."
"Purge Sainte","Purge Sainte","Holy Purge"
"Éveil : Détruit les serviteurs Mort-Vivants ennemis ayant 3 points de vie ou moins.","Éveil : Détruit les serviteurs Mort-Vivants ennemis ayant 3 points de vie ou moins.","Awakening: Destroy enemy Undead minions with 3 HP or less."
"Ce n'est pas une prière. C'est une déclaration.","Ce n'est pas une prière. C'est une déclaration.","It is not a prayer. It is a declaration."
"Purification","Purification","Purification"
"Annule tous les effets Infection et marqueurs négatifs sur un serviteur allié ciblé.","Annule tous les effets Infection et marqueurs négatifs sur un serviteur allié ciblé.","Remove all Infection effects and negative markers from target allied minion."
"Le mal recule. Pas loin. Mais pour l'instant, ça suffit.","Le mal recule. Pas loin. Mais pour l'instant, ça suffit.","The evil recedes. Not far. But for now, it is enough."
"Rampant en Décomposition","Rampant en Décomposition","Decaying Crawler"
"Dernier Souffle : infecte la carte du dessus du deck ennemi (entre en jeu comme Zombie 1/1 sous ton contrôle).","Dernier Souffle : infecte la carte du dessus du deck ennemi (entre en jeu comme Zombie 1/1 sous ton contrôle).","Deathrattle: infect the top card of the enemy deck (it enters play as a 1/1 Zombie under your control)."
"Il ne sait plus pourquoi il avance. Il avance, c'est tout.","Il ne sait plus pourquoi il avance. Il avance, c'est tout.","He no longer knows why he moves forward. He just does."
"Ravageur Putréfié","Ravageur Putréfié","Putrefied Ravager"
"RAVAGE
Mort-rage : Serviteurs Mort-Vivants alliés +2/+2.","RAVAGE
Mort-rage : Serviteurs Mort-Vivants alliés +2/+2.","RAVAGE
Death Rage: Allied Undead minions +2/+2."
"Chaque mort nourrit sa rage. Et il y a toujours de nouveaux morts.","Chaque mort nourrit sa rage. Et il y a toujours de nouveaux morts.","Every death feeds his rage. And there are always new dead."
"Repli Tactique","Repli Tactique","Tactical Retreat"
"Déplace un serviteur allié de la rangée Avant vers la rangée Arrière (ou inversement).
Il conserve ses effets.","Déplace un serviteur allié de la rangée Avant vers la rangée Arrière (ou inversement).
Il conserve ses effets.","Move an allied minion from the Front row to the Back row (or vice versa).
It keeps its effects."
"Reculer n'est pas fuir. C'est choisir où mourir.","Reculer n'est pas fuir. C'est choisir où mourir.","To retreat is not to flee. It is to choose where to die."
"Rituel d'Exhumation","Rituel d'Exhumation","Exhumation Ritual"
"Éveil : Si votre cimetière contient un Mort-Vivant, ramenez-le en main.","Éveil : Si votre cimetière contient un Mort-Vivant, ramenez-le en main.","Awakening: If your graveyard contains an Undead, return it to your hand."
